User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Elon Musk,2024-04-07 21:04:47+00:00,138337,24361,,These are the most draconian demands of any country on Earth! https://t.co/BkLq52cDtW
Elon Musk,2024-04-07 16:33:09+00:00,125032,20449,,Well said https://t.co/Oy5FugrMmc
Elon Musk,2024-04-07 15:30:22+00:00,51294,7566,,More Starlink DTC satellites rolling out https://t.co/TJLjZesEfL
Elon Musk,2024-04-07 15:29:03+00:00,195349,45499,,"This is crazy, as it makes fraud impossible to detect https://t.co/pdCfge0Qd4"
Elon Musk,2024-04-07 15:02:48+00:00,403409,81388,,"Coming shortly, 𝕏 will publish everything demanded by @Alexandre and how those requests violate Brazilian law. 

This judge has brazenly and repeatedly betrayed the constitution and people of Brazil. He should resign or be impeached.

Shame @Alexandre, shame."
Elon Musk,2024-04-07 14:31:51+00:00,13423,2257,,"Discussion with head of Norway’s sovereign fund, @NicolaiTang1  https://t.co/ZCR7FrsR0m"
Elon Musk,2024-04-07 13:39:39+00:00,237792,54831,,This is all accurate. https://t.co/auqZnICkd7
Elon Musk,2024-04-07 01:21:18+00:00,52361,7212,,Edited version https://t.co/2akgBmNpqG
Elon Musk,2024-04-06 22:20:14+00:00,633444,94623,,For the people of Earth https://t.co/5dWeItduN3
Elon Musk,2024-04-06 22:03:47+00:00,172166,34391,,This aggressive censorship appears to violate the law &amp; will of the people of Brazil https://t.co/Vuxerg2L9w
Elon Musk,2024-04-06 22:01:48+00:00,148518,27502,,Why are you doing this @alexandre? https://t.co/5VsqUPivU7
Elon Musk,2024-04-06 19:00:16+00:00,207427,22180,,"Soon
 https://t.co/mKwoDrtai4"
Elon Musk,2024-04-06 17:59:08+00:00,49835,7360,,Update on making life multiplanetary https://t.co/A75P8rj2Bs
Elon Musk,2024-04-06 17:47:03+00:00,30119,4610,,Best deal in town! https://t.co/TFNThLNLzm
Elon Musk,2024-04-06 17:34:41+00:00,63271,8212,,"I wrote this 8 years ago 
https://t.co/r9GdXpUDe2"
Elon Musk,2024-04-06 12:24:58+00:00,21606,3883,,Rise &amp; fall of the first civilization  https://t.co/d7NXtOuNAC
Elon Musk,2024-04-06 05:54:18+00:00,208425,41098,,This needs to stop https://t.co/Z2HDsKUVD6
Elon Musk,2024-04-06 02:51:34+00:00,93485,10701,,Hell on Earth https://t.co/FPSdtZVTBj
Elon Musk,2024-04-06 00:54:36+00:00,84575,9945,,Getting ready for Flight 4 https://t.co/cylOfDi4rk
Elon Musk,2024-04-05 23:21:47+00:00,41843,8373,,"We should always judge people as individuals, even if a stereotype is statistically correct, but it is particularly absurd to have a statistically wrong stereotype! https://t.co/ya9VXGW0ob"
Elon Musk,2024-04-05 23:07:08+00:00,42088,5040,,Congrats Tesla AI team! https://t.co/16c8jYXuDr
Elon Musk,2024-04-05 21:37:23+00:00,198244,33103,,Too much of the environmentalist movement has morphed into a human extinctionist movement
Elon Musk,2024-04-05 21:14:45+00:00,113039,27562,,"Without freedom of speech, we are just a slaves in the matrix https://t.co/uH0OaMWmtK"
Elon Musk,2024-04-05 20:54:29+00:00,73683,25659,,This psy op is doing real numbers! https://t.co/e1bSKy4QrY
Elon Musk,2024-04-05 20:49:23+00:00,94941,12899,,Tesla Robotaxi unveil on 8/8
Elon Musk,2024-04-05 15:56:30+00:00,42260,5714,,Press the search button 🔍 to see real-time customized news for you created by Grok AI
Elon Musk,2024-04-05 15:46:09+00:00,69080,12115,,Reuters is dying https://t.co/yvlXfu9oeI
Elon Musk,2024-04-05 08:43:36+00:00,21991,3059,,Yeah https://t.co/2jlorX1jaC
Elon Musk,2024-04-05 08:40:34+00:00,14934,2174,,Important improvement https://t.co/zGyOGjVods
Elon Musk,2024-04-05 07:07:59+00:00,77667,10506,,Flight 4 next month https://t.co/1Fb0Pro9u8
Elon Musk,2024-04-05 05:23:08+00:00,23054,4522,,"Coming soon, Grok will offer “Unhinged Mode” news 🤣🤣 https://t.co/Utwd5xbQU6"
Elon Musk,2024-04-05 05:02:27+00:00,167309,55539,,Bet you didn’t know that this administration is flying hundreds of thousands of illegals into America using your tax dollars … https://t.co/QARqLhQelm
Elon Musk,2024-04-04 17:38:30+00:00,62416,10233,,Daily Show 🙌 https://t.co/ILliovBnXk
Elon Musk,2024-04-04 16:47:35+00:00,169270,43220,,This is crazy! https://t.co/M77bBh6Z1s
Elon Musk,2024-04-04 16:32:49+00:00,21730,2785,,Yes https://t.co/rtKc8uT2Yq
Elon Musk,2024-04-04 15:03:57+00:00,40629,7381,,This momentum will increase dramatically as we integrate AI-generated news trends &amp; search into 𝕏 https://t.co/MllJ93qfTS
Elon Musk,2024-04-04 14:58:40+00:00,205012,37924,,"System purge of bots &amp; trolls underway. 

Please reply to me or @XEng if legitimate accounts are suspended. 

X Corp will be tracing the people responsible and bringing the full force of the law to bear upon them."
Elon Musk,2024-04-04 07:47:30+00:00,85133,10047,,"Did you know that it costs as little as 3 cents per ad click on this platform?

Make sure your ad is interesting and clear, just like a viral post would be and the results will amaze you."
Elon Musk,2024-04-04 03:36:32+00:00,237127,48732,,"I’m cool with adults doing whatever they want, so long as it doesn’t harm others, but kids need to be protected at all costs https://t.co/DBgwyvUovs"
Elon Musk,2024-04-04 00:06:05+00:00,64561,5999,,Community Notes now active on India! https://t.co/cLcpcTIlcT
Elon Musk,2024-04-03 22:04:24+00:00,61965,9254,,This will be the first commercial space walk! https://t.co/6iODDEgzoB
Elon Musk,2024-04-03 15:00:28+00:00,166130,16699,,https://t.co/mgSNqdUR6a
Elon Musk,2024-04-03 14:16:50+00:00,212048,28005,,That is indeed what I’ve said many times https://t.co/kdWBGVOdz2
Elon Musk,2024-04-03 14:11:52+00:00,239935,23679,,Traffic on 𝕏 reaches all-time high https://t.co/1kaDlV5lBp
Elon Musk,2024-04-03 07:22:52+00:00,8338,1097,,"While I don’t own any Disney shares today, I would definitely buy their shares if Nelson were elected to the board. 

His track record is excellent."
Elon Musk,2024-04-03 07:20:50+00:00,24928,4641,,"Nelson Peltz should definitely be on the Disney board!

He would help reform the company, improve the quality of product and generally serve in the best interests of shareholders, as he has done at many other companies. 

This would significantly improve Disney’s share price. https://t.co/JPa6dP7kbQ"
Elon Musk,2024-04-03 06:31:07+00:00,102575,18143,,The legacy media is dying https://t.co/njUqEkm310
Elon Musk,2024-04-03 05:46:43+00:00,81035,6794,,Seriously 🤦‍♂️ https://t.co/FAFdJWyfgI
Elon Musk,2024-04-03 03:57:18+00:00,17397,2445,,"Accurate 😂

Grok is a lot better, but still work to do https://t.co/4s1oAmbIgS"
Elon Musk,2024-04-02 19:28:24+00:00,177283,41799,,Extremely concerning https://t.co/FvmiRXOWIA
Elon Musk,2024-04-02 19:26:48+00:00,121667,42108,,"In case you thought government trying to force home sales for “asylum seekers” was a myth, this is already happening in Britain!
https://t.co/Y2O2y87JW4"
Elon Musk,2024-04-02 06:38:13+00:00,336359,31420,,"We live on stolen land. 

By “we”, I mean us mammals. 

We stole it from the dinosaurs 🦖 😢"
Elon Musk,2024-04-02 06:23:51+00:00,15470,1830,,Can’t wait for Toy Story 5 &amp; two more Moana movies. Yay … https://t.co/cdwLDkHDiO
Elon Musk,2024-04-01 19:15:45+00:00,206614,24506,,😂 https://t.co/oNLTRf0pxa
Elon Musk,2024-04-01 18:59:19+00:00,227475,27399,,"Whoa, this documentary of New York is intense! https://t.co/5H6tnALpee"
Elon Musk,2024-04-01 18:49:56+00:00,228453,22458,,So many April Fool’s jokes that are actually plausible given the increasingly insane real things happening in the world!
Elon Musk,2024-04-01 15:58:59+00:00,55520,8787,,Starlink helps fund humanity getting to Mars https://t.co/1TA7qeevGr
Elon Musk,2024-04-01 07:37:58+00:00,263733,19552,,"Excited to join @Disney as their Chief DEI Officer. 

Can’t wait to work with Bob Iger &amp; Kathleen Kennedy to make their content MORE woke!

Even the linguini."
Elon Musk,2024-04-01 07:25:19+00:00,76094,10623,,💯 https://t.co/4HRGVMAIce
Elon Musk,2024-03-31 00:35:50+00:00,120859,20179,,"At 5000 tons, Starship is the largest flying object ever made. Thrust is more than double the Saturn V moon rocket.

It is the first spaceship design capable of making life multiplanetary.

Goal of the next mission is to make it through the meteorically extreme heat of reentry. https://t.co/HjDJNsxlNM"
Elon Musk,2024-03-30 23:46:40+00:00,98660,12780,,"SpaceX aiming for 3 launches today! One Eutelsat, which just reached orbit, and 2 @Starlink missions. https://t.co/31chkn2gIh"
Elon Musk,2024-03-30 23:31:29+00:00,8247,1077,,It gets particularly interesting when you trace to source documents
Elon Musk,2024-03-30 19:27:03+00:00,34926,5493,,"History is complicated 
https://t.co/LcCscQEaOT"
Elon Musk,2024-03-30 01:05:26+00:00,248516,37607,,Yup https://t.co/LJW6jM5dts
Elon Musk,2024-03-30 00:57:42+00:00,224183,29437,,"Only 379,000 births in Italy for 2023, the lowest annual figure since the country's unification in 1861."
Elon Musk,2024-03-30 00:10:27+00:00,40412,6627,,"As always, suggestions for improving Community Notes are much appreciated. 

The aspiration of this platform is to be by far the best source of truth on Earth. Nothing will ever be perfect, but we shall strive to be less wrong every day. https://t.co/jWRnQltnL2"
Elon Musk,2024-03-30 00:07:39+00:00,73411,11324,,Supporting your right to freedom of speech https://t.co/M5mxbONxMz
Elon Musk,2024-03-29 20:28:57+00:00,120779,11185,,Congrats Tesla Team! https://t.co/tWR4z6CBaP
Elon Musk,2024-03-29 20:00:49+00:00,75447,16337,,Meta was also falsely claiming credit for sales that actually originated from 𝕏 https://t.co/Y7FnVb9HiM
Elon Musk,2024-03-29 12:18:26+00:00,602777,54502,,https://t.co/N1Cn8Dftgi
Elon Musk,2024-03-29 12:02:21+00:00,133654,16263,,https://t.co/nNcTPlucnt
Elon Musk,2024-03-29 10:15:38+00:00,33637,4669,,"Should be available on 𝕏 next week. 

Grok 2 should exceed current AI on all metrics. In training now. https://t.co/s7rVxvK8mZ"
Elon Musk,2024-03-29 09:43:49+00:00,152072,21650,,"The first condition of progress is the removal of censorship.
- Durant"
Elon Musk,2024-03-28 22:27:48+00:00,126371,22360,,"Modern Western civilization has extraordinary empathy compared to its power. This is also arguably its greatest weakness.

With the nuclear bomb, America could have subjugated every nation on Earth with ease. Hitler and Stalin would certainly have done so.

Instead, America… https://t.co/gF9yxCIfov https://t.co/p5r9oJNyMA"
Elon Musk,2024-03-28 21:59:35+00:00,14264,2108,,Many upgrades to 𝕏 Communities! https://t.co/bFdAPFgeye
Elon Musk,2024-03-28 21:17:51+00:00,35329,6022,,Amen https://t.co/O65WJumIgv
Elon Musk,2024-03-28 20:55:58+00:00,235209,52706,,Something is deeply wrong with the justice system https://t.co/juCdPOSv1B
Elon Musk,2024-03-28 20:48:56+00:00,33424,4378,,"I favor empathy, but the assumption that empathy will always be reciprocated is false https://t.co/PDtENkRF3q"
Elon Musk,2024-03-28 20:45:23+00:00,125977,15162,,"Many movies exist about a lone inventor in a garage having a eureka moment, but almost none about manufacturing, so it’s underappreciated by the public.

Compared to the insane pain of reaching high-volume, positive-margin production, prototypes are a piece of cake. https://t.co/WKNeSFDY74"
Elon Musk,2024-03-28 19:18:33+00:00,84632,20009,,Yup https://t.co/go2S9a6w1s
Elon Musk,2024-03-28 12:10:34+00:00,168888,41933,,The Dem Party goal is to import voters https://t.co/61qurM57G2
Elon Musk,2024-03-28 12:01:46+00:00,13082,1996,,Interesting https://t.co/PDtENkR7dS
Elon Musk,2024-03-28 12:00:42+00:00,33001,5195,,Thank you. Subscribing is the only way to ensure that major brand advertisers cannot demand censorship of this platform. https://t.co/69PFhTCSE2
Elon Musk,2024-03-28 11:45:57+00:00,16589,2425,,😂 https://t.co/ovdZCjcrsD
Elon Musk,2024-03-28 11:42:24+00:00,178164,39366,,New York taxes citizens and gives the money to illegals https://t.co/s9gPnb9PH2
Elon Musk,2024-03-28 11:34:36+00:00,72958,16373,,This video speaks for itself https://t.co/SGJkJD3E7g
Elon Musk,2024-03-28 11:33:54+00:00,166893,43235,,"Failure to prosecute crime in New York (and many other US cities) allows violent criminals to assault women at will!

The governor had to call out the national guard just so people could ride the subway. https://t.co/G6cx8X0GAc"
Elon Musk,2024-03-28 11:29:07+00:00,77322,10493,,It should not be acceptable for any company in the gaming industry to be racist &amp; sexist against “white guys” https://t.co/FavbIIYuFa
Elon Musk,2024-03-28 07:24:59+00:00,22784,4366,,Send https://t.co/bOUOek5Cvy links to friends so that they know what’s actually going on! https://t.co/elRV9TZGrU
Elon Musk,2024-03-28 00:43:07+00:00,44543,11031,,"Ideally, there would be no deaths, but, when they do happen, public perception of frequency should match reality as closely as possible https://t.co/vKwBF7Ff4F"
Elon Musk,2024-03-28 00:39:50+00:00,199802,24837,,"Going forward, all 𝕏 accounts with over 2500 verified subscriber followers will get Premium features for free and accounts with over 5000 will get Premium+ for free"
Elon Musk,2024-03-27 23:47:37+00:00,38302,6559,,"In reality, legacy media views went down and this platform went up https://t.co/XIjn5dIPx4"
Elon Musk,2024-03-27 23:03:07+00:00,367975,101893,,Wow … https://t.co/7g1ynS1hjc
Elon Musk,2024-03-27 22:59:32+00:00,171204,18602,,Starlink now in Argentina! https://t.co/xv7LgNL1L9
Elon Musk,2024-03-27 20:30:31+00:00,97427,12430,,"Getting ready for Flight 4 of Starship!

Goal of this mission is for Starship to get through max reentry heating with all systems functioning. https://t.co/qRfgrX4nVQ"
Elon Musk,2024-03-27 20:27:33+00:00,64780,15906,,Not cool that she undermined math education in California https://t.co/VLlmHdFt9m
Elon Musk,2024-03-27 17:21:57+00:00,60291,8236,,"This is an especially important mission. Some chance it may find signs of life in Europa, a moon of Jupiter! https://t.co/dhtX5naxrs"
Elon Musk,2024-03-27 14:37:37+00:00,143983,15839,,"Community Notes corrects all accounts: Presidents of countries, media, government agencies, advertisers. 

No exceptions.

Nothing is perfect, but Notes is the best source of truth on the Internet by far. https://t.co/BakfT3ombU"
Elon Musk,2024-03-27 13:39:21+00:00,201925,45214,,"NBC just hired &amp; immediately fired Ronna McDaniel, because the team refused to let even one Republican join them – that’s how biased they are! https://t.co/4kFYINCsVB"
Elon Musk,2024-03-27 13:18:05+00:00,26666,3717,,Financial operating systems matter https://t.co/5hwyWICXVg
Elon Musk,2024-03-27 06:25:25+00:00,80047,7328,,"Grok has normal mode and fun mode. Tonight, we decided to add an unhinged fun mode. It is next-level 🤣🤣"
Elon Musk,2024-03-26 21:45:49+00:00,304813,41502,,Nothing more precious than old friends
Elon Musk,2024-03-26 21:34:05+00:00,581102,69546,,https://t.co/CFPmmmMSKl
Elon Musk,2024-03-26 21:19:16+00:00,465938,41332,,This will be a spicy year https://t.co/XG3pWJGS10
Elon Musk,2024-03-26 20:39:00+00:00,27022,4484,,"Later this week, Grok will be enabled for all premium subscribers (not just premium+) https://t.co/4u9lbLwe23"
Elon Musk,2024-03-26 18:54:00+00:00,61591,13320,,"On the other hand, legacy media did actually decline by 20% last year https://t.co/EkVqnOwuA5"
Elon Musk,2024-03-26 18:13:11+00:00,90516,24432,,True https://t.co/A7K3dtbV6m
Elon Musk,2024-03-26 10:12:17+00:00,126267,11384,,Yes! https://t.co/Ga0iFnuf6Q
Elon Musk,2024-03-26 03:59:58+00:00,117930,29683,,Fake news that’s truer than the “real” news 😂 https://t.co/stYf0T0iIw
Elon Musk,2024-03-26 03:27:22+00:00,466534,38893,,Found this in my fortune cookie tonight https://t.co/luuYKdfAVV
Elon Musk,2024-03-25 19:10:21+00:00,105599,14327,,Just when you think reality can’t get more surreal 🤣🤣 https://t.co/OLh1cFWH7q
Elon Musk,2024-03-25 08:45:20+00:00,126221,14465,,"The circle will be complete 
 https://t.co/QkT7K9QBJF"
Elon Musk,2024-03-25 08:36:48+00:00,633247,50948,,https://t.co/XjsRu2Z8uC
Elon Musk,2024-03-24 23:04:50+00:00,31254,6005,,"If in doubt, always listen to @JohnCleese!
https://t.co/9d024lMxci"
Elon Musk,2024-03-24 19:55:47+00:00,241865,28115,,Bye bye 😘 https://t.co/J0B6eihR4Q
Elon Musk,2024-03-24 16:18:35+00:00,263659,55320,,"Everyone, yes everyone, is far right! 😂
 https://t.co/Xt9Lvw5z1Q"
Elon Musk,2024-03-24 15:54:46+00:00,93109,14791,,In support of your right to speak https://t.co/qWCOYYALPf
Elon Musk,2024-03-24 05:17:29+00:00,62876,7663,,fyi https://t.co/C7JjBFZMhw
Elon Musk,2024-03-24 03:57:32+00:00,109922,20483,,Yup https://t.co/vQheonxzzu
Elon Musk,2024-03-23 20:27:11+00:00,100929,19974,,"Yeah, US immigration is completely backwards: trivial to enter illegally and nightmarishly difficult to enter legally!

I strongly support increasing and expediting legal immigration. https://t.co/ZL2XDJCWIA"
Elon Musk,2024-03-23 19:36:43+00:00,181702,31829,,"Please forward links to 𝕏 posts to your friends so they know what’s actually happening. 

Some people still believe the legacy media!"
Elon Musk,2024-03-23 19:33:29+00:00,161069,42452,,Also insane! https://t.co/UC6xCYpqhD
Elon Musk,2024-03-23 19:29:25+00:00,301348,83457,,This is insane! https://t.co/s8qHtKJ9CQ
Elon Musk,2024-03-23 19:24:52+00:00,17151,3060,,"Werner Herzog makes a great point

https://t.co/LVIwT9gEh1"
Elon Musk,2024-03-23 18:43:06+00:00,23983,3451,,Pin your best content and it will receive far more views https://t.co/wLSMIbRdeT
Elon Musk,2024-03-23 17:41:13+00:00,143220,30219,,Your home is no longer your home in many states https://t.co/HolF9DT6b1
Elon Musk,2024-03-23 17:33:44+00:00,29925,4106,,Ironic https://t.co/VLjDfVcwRM
Elon Musk,2024-03-23 17:31:08+00:00,166380,31817,,Reality vs perception is very different https://t.co/b81JZ60zpR
Elon Musk,2024-03-23 17:28:58+00:00,212910,20537,,😂😂 https://t.co/BOi99H1TMI
Elon Musk,2024-03-23 17:27:05+00:00,41753,6892,,Correct https://t.co/krMPCKLJuM
Elon Musk,2024-03-23 17:25:15+00:00,63838,10425,,"Old Twitter gave special preference to “real” journalists, even when they lied https://t.co/ePIqdMa9mJ"
Elon Musk,2024-03-23 17:24:31+00:00,201572,18018,,https://t.co/Olr73lHTHk
Elon Musk,2024-03-23 12:54:06+00:00,367985,21310,,"Starbase, Texas, rocket factory https://t.co/bfUImi9ZCY"
Elon Musk,2024-03-23 12:50:32+00:00,219588,38247,,Wow https://t.co/fj6UrrM4ui
Elon Musk,2024-03-23 03:32:56+00:00,32606,3564,,Hear about Neuralink from someone who has our Telepathy cybertech implant! https://t.co/q7mkcP3OGz
Elon Musk,2024-03-22 21:28:58+00:00,176531,21439,,"First ever post made just by thinking, using the @Neuralnk Telepathy device! https://t.co/mj8GfiuDcD"
Elon Musk,2024-03-22 16:49:04+00:00,378454,38251,,We all have our demons to fight https://t.co/w4UqzHNsXQ
Elon Musk,2024-03-22 08:39:05+00:00,90742,9403,,True https://t.co/DhDL37p0fH
Elon Musk,2024-03-22 06:19:51+00:00,22846,2680,,This feature is great https://t.co/c7lW9BJ7mJ
Elon Musk,2024-03-22 05:20:32+00:00,304466,19929,,Some Falcon landing shots https://t.co/yv4FJjHVNq
Elon Musk,2024-03-21 16:47:29+00:00,64252,17977,,Wow https://t.co/gHTe0qrBXL
Elon Musk,2024-03-21 15:46:13+00:00,143607,29910,,They are https://t.co/qRaQurogD3
Elon Musk,2024-03-21 15:09:45+00:00,321025,36138,,"When sending medical advice, ask your doctor, but also ask an experienced nurse. 

Nurses are underrated."
Elon Musk,2024-03-21 14:57:58+00:00,96633,27502,,"Reality has become more bizarre than parody!

Also, employment discrimination is illegal, so they are breaking the law. https://t.co/A7ExFQYTTw"
Elon Musk,2024-03-21 13:58:49+00:00,57938,6965,,"And, although it shouldn’t need to said, I believe in the Constitution and freedom of speech"
Elon Musk,2024-03-21 13:34:22+00:00,259512,52486,,"This is a battle to the death with the anti-civilizational woke mind virus. 

My positions are centrist:
- Secure borders 
- Safe &amp; clean cities
- Don’t bankrupt America with spending
- Racism against any race is wrong
- No sterilization below age of consent 

Is this right-wing? https://t.co/QgRkoem2u4"
Elon Musk,2024-03-21 13:25:32+00:00,41868,5607,,🎯 https://t.co/nBWFu0WDnM
Elon Musk,2024-03-21 13:20:55+00:00,232526,55450,,Google is deeply infected with the woke mind virus https://t.co/sppRD6vIMD
Elon Musk,2024-03-21 13:13:06+00:00,136500,30145,,The New York Times is pure propaganda https://t.co/qb2QPdQinN
Elon Musk,2024-03-20 21:39:50+00:00,185544,27919,,Livestream of @Neuralink demonstrating “Telepathy” – controlling a computer and playing video games just by thinking https://t.co/0kHJdayfYy
Elon Musk,2024-03-19 23:35:41+00:00,684885,57176,,https://t.co/PwikoVKONw
Elon Musk,2024-03-19 23:03:05+00:00,94168,8632,,Dragon is now operational on 2 launchpads! https://t.co/csVEzcULw6
Elon Musk,2024-03-19 22:53:51+00:00,147324,11780,,🍊 is the new 🍋
Elon Musk,2024-03-19 21:33:24+00:00,207285,15784,,".@steveaoki just received his Cybertruck
 https://t.co/bJv7LEqQI3"
Elon Musk,2024-03-19 19:58:40+00:00,24021,2855,,"As always, I say this as an immigrant who is proud to have become a citizen and who supports expanded and expedited *legal* immigration"
Elon Musk,2024-03-19 19:42:37+00:00,222080,52613,,"Crazy that Texas has to do the job of the Biden administration, which filed aggressive legal action to stop the state!

If anyone still doesn’t believe that ushering in illegals is the goal of the Biden administration, this should convince them. https://t.co/HKiJKNufFS"
Elon Musk,2024-03-19 19:32:47+00:00,200142,44214,,"Most reasonable people, because they are reasonable, cannot believe that the goal of the far left is to end America 
 https://t.co/7TchRPGU1l"
Elon Musk,2024-03-19 16:02:23+00:00,24707,3444,,💯 https://t.co/ManLnablUB
Elon Musk,2024-03-19 14:56:18+00:00,47732,14080,,“Political refugee” https://t.co/Poh4hPBWBs
Elon Musk,2024-03-19 13:38:22+00:00,208692,41631,,Troubling https://t.co/1XZtCd7uao
Elon Musk,2024-03-19 13:28:08+00:00,47589,7145,,Misplaced empathy causes great harm https://t.co/OJVHVHTPTd
Elon Musk,2024-03-19 10:18:58+00:00,113042,29063,,An example of why it is so important to preserve freedom of speech https://t.co/xcuZLR1VX5
Elon Musk,2024-03-19 10:11:06+00:00,375038,137674,,"This is actually happening!
 https://t.co/qeNBu3S1mF"
Elon Musk,2024-03-19 09:57:20+00:00,73255,12961,,It is concerning that the legacy press would lie so blatantly https://t.co/tkaIqer7Ah
Elon Musk,2024-03-19 09:26:23+00:00,162207,30292,,https://t.co/3Vj6pcTa4I
Elon Musk,2024-03-19 04:49:50+00:00,96277,19483,,Interesting https://t.co/XCiS3x4Cjy
Elon Musk,2024-03-19 00:07:40+00:00,23796,3467,,Discussion about free speech https://t.co/P24iDg5Fyw
Elon Musk,2024-03-18 23:18:03+00:00,58821,10797,,Hearing news from actual experts or people on the ground is way better than having it be filtered through non-experts (media) or people who weren’t actually there https://t.co/jVpMtbXPlP
Elon Musk,2024-03-18 22:49:09+00:00,31249,4796,,Discussing freedom of speech https://t.co/pZhy4HEKWm
Elon Musk,2024-03-18 22:46:15+00:00,112808,24834,,"With rare exception, almost the entire legacy media industry is a politically far left cheering squad https://t.co/UIjWNdTU1m"
Elon Musk,2024-03-18 22:09:37+00:00,131964,11639,,https://t.co/GJmq3wiJ3Q
Elon Musk,2024-03-18 21:39:02+00:00,36017,4552,,Latest platform user data! https://t.co/2JcVymjkHC
Elon Musk,2024-03-18 20:05:30+00:00,122876,32140,,We have imported the criminal underworlds of 100 different countries https://t.co/hLMRcTh0vK
Elon Musk,2024-03-18 19:27:08+00:00,95904,24783,,And the Biden Administration does nothing https://t.co/qPvqSMBfPg
Elon Musk,2024-03-18 17:28:44+00:00,134409,28441,,This is important https://t.co/nc72zHggAD
Elon Musk,2024-03-18 17:27:02+00:00,88786,19765,,Sounds very biased https://t.co/3ohChnnWl9
Elon Musk,2024-03-18 17:01:48+00:00,197527,61416,,"This article understates the magnitude of the problem – Google interferes to help Democrats thousands of times every election season!

This is to be expected when their censorship (aka “Trust &amp; Safety”) teams are have far left political views. https://t.co/y36yzdzIUQ"
Elon Musk,2024-03-18 05:59:51+00:00,75589,11809,,"Over time the newspapers have been fading away in relevance. 

Not gone, just as writing and mailing paper letters still happens, but no longer the way most people know what’s going on. https://t.co/wddHGdDOqF"
Elon Musk,2024-03-18 02:10:51+00:00,106947,19288,,Metaphor murderers https://t.co/1La2McpKiP
Elon Musk,2024-03-18 00:36:15+00:00,568733,39310,,https://t.co/VaUCMxpbgD
Elon Musk,2024-03-17 21:42:00+00:00,30528,5039,,Please sign up to rate &amp; contribute Community Notes to increase accuracy on 𝕏! https://t.co/wB5zfqxMHG
Elon Musk,2024-03-17 20:23:31+00:00,60525,7828,,"Still work to do, but this platform is already by far the most transparent &amp; truth-seeking (not a high bar tbh) https://t.co/2Y6rKeZsRL"
Elon Musk,2024-03-17 18:32:47+00:00,238259,82739,,Many Americans still have no idea this happened https://t.co/JBDGF85SBN
Elon Musk,2024-03-17 18:22:48+00:00,35008,4460,,Yeah https://t.co/Yebb4UIRwg
Elon Musk,2024-03-17 17:49:27+00:00,125093,25881,,!! https://t.co/xdpbDrjRvp
Elon Musk,2024-03-17 17:47:40+00:00,25290,4261,,How to share a post with people outside this platform https://t.co/OySlkut9BL
Elon Musk,2024-03-17 17:42:05+00:00,292839,24236,,https://t.co/ISL9LJboSF
Elon Musk,2024-03-17 14:04:48+00:00,169190,25573,,Please send links from this platform to your friends who are still being misled by the legacy media!
Elon Musk,2024-03-17 13:59:06+00:00,345288,64211,,"Speech with full context
 https://t.co/7ly7Cf3fEG"
Elon Musk,2024-03-17 12:59:44+00:00,230660,56292,,Legacy media lies https://t.co/3yQHajk5BE
Elon Musk,2024-03-17 12:43:33+00:00,266476,37538,,Easy to tell who is an NPC today https://t.co/8u6IcUrehE
Elon Musk,2024-03-17 06:34:30+00:00,284963,57313,,Interesting https://t.co/SAfThBymVA
Elon Musk,2024-03-17 04:42:08+00:00,28346,3152,,"The algorithm is trying to maximize what is most interesting to you, based on time spent on 𝕏 https://t.co/uNjNqeQ4Hg"
Elon Musk,2024-03-17 03:02:41+00:00,373906,34231,,https://t.co/Z2UtwdHBJS
Elon Musk,2024-03-17 02:55:47+00:00,70352,12438,,"It is important that women know the effects of hormonal birth control, as it is a significant cause of depression and increases suicide risk.

This is not a value statement, just a public service announcement. Other forms of birth control do not have these effects. https://t.co/7pVnongbQI"
Elon Musk,2024-03-17 02:47:42+00:00,176850,35699,,Wow https://t.co/LrduZK33Kw
Elon Musk,2024-03-17 02:36:38+00:00,57027,5152,,"The most entertaining outcome – as if we’re in a soap opera – is the most likely

ERM"
Elon Musk,2024-03-16 06:21:38+00:00,35472,3598,,Tesla Model Y price will rise by $1000 in a few weeks https://t.co/Fu0mmdXUQR
Elon Musk,2024-03-16 06:04:37+00:00,49440,8637,,"As crazy as this sounds, some people still believe the legacy news media! https://t.co/2Jrh8xXT9w"
Elon Musk,2024-03-16 02:02:36+00:00,58951,5900,,"Another day, another 2 Tbps for Starlink https://t.co/5cTcO3Eqks"
Elon Musk,2024-03-16 01:29:29+00:00,55677,4542,,Don “Veruca Salt” 🍋
Elon Musk,2024-03-16 01:21:32+00:00,513996,29598,,Wild that this is a real picture https://t.co/V2LWqTOydY
Elon Musk,2024-03-16 00:40:49+00:00,243656,17060,,https://t.co/6MijOXWHxi
Elon Musk,2024-03-15 23:19:24+00:00,345029,31793,,Tower cam in real-time https://t.co/vc74t9MpkI
Elon Musk,2024-03-15 23:15:56+00:00,300519,20243,,To the stars https://t.co/BjrvXpkcgz
Elon Musk,2024-03-15 22:19:24+00:00,16657,1895,,I say as an immigrant who is proud to have become a citizen and who supports vastly expanded *legal* immigration
Elon Musk,2024-03-15 21:37:32+00:00,234399,15485,,"That is the actual sign at Starbase, Texas https://t.co/0ceCPpxCi9"
Elon Musk,2024-03-15 21:20:27+00:00,208601,16455,,https://t.co/3ey9VH9bYt
