User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Tim Cook,2021-02-16 22:27:18+00:00,2099,243,,"Thrilled to host the first-ever Entrepreneur Camp for Black Founders and Developers. These brilliant leaders are bringing their passion, creativity, and ideas to people around the world and we can’t wait to see what they do next. https://t.co/CtU9OaWI4B"
Tim Cook,2021-02-15 14:15:15+00:00,4821,374,,"""In these days of difficulty, we Americans everywhere must and shall choose the path of social justice...the path of faith, the path of hope, and the path of love toward our fellow man."" – FDR #PresidentsDay"
Tim Cook,2021-02-15 00:05:47+00:00,16634,2015,,The rising violence against the Asian community is a painful &amp; urgent reminder that we must unite against racism in all its forms. There is no place for hate in our society. The team at Apple stands together &amp; we will be donating to groups providing support to those affected.
Tim Cook,2021-02-14 15:13:43+00:00,13097,979,,Happy Valentine’s Day to you and whoever shares your heart! https://t.co/Cto97eBTsW
Tim Cook,2021-02-12 20:03:57+00:00,10562,559,,"From our Apple family to yours, wishing you a healthy, safe and happy year of the Ox! #LunarNewYear"
Tim Cook,2021-02-11 20:23:16+00:00,2962,325,,"Shout out to @OhioState for making it easier for everyone to learn to code. They’re extending their Swift certificate program for the community, helping local businesses, students and anyone with a big idea. Let’s get coding! https://t.co/RdqMZUeTQ3"
Tim Cook,2021-02-11 01:45:32+00:00,1388,101,,"Thanks @UltimateEditor for an important conversation about the power of technology to improve health and fitness, and taking the time to enjoy the great outdoors. 🏞 https://t.co/efJeZoXy06"
Tim Cook,2021-02-10 15:52:56+00:00,4503,366,,"Moved by each episode of Time to Walk on Fitness+! This week I’m walking with Ruby Bridges, who at age 6 helped desegregate her school and is now empowering kids. She reminds us of our shared responsibility to move this country forward. “We should not ever be a hopeless people.” https://t.co/uINyu8UDVo"
Tim Cook,2021-02-01 14:58:06+00:00,3198,350,,Fighting systemic barriers to opportunity means redefining business as usual. We're thrilled to open applications to our Impact Accelerator for Black- and Brown-owned businesses addressing environmental challenges. Learn more about it here: https://t.co/yEdTYZChBF
Tim Cook,2021-01-29 02:12:17+00:00,4413,388,,"A pioneer with purpose. Cicely Tyson’s talent redefined theater, film and television. Her courage, resilience and grace changed the entertainment landscape for generations to come. May she Rest In Power. https://t.co/F3kyDpklJ0"
Tim Cook,2021-01-28 14:59:25+00:00,8761,1386,,"#DataPrivacyDay comes at a time of great challenge, underscoring the critical role privacy and security play in our lives—from safeguarding your health &amp; financial data to guarding against algorithms that perpetuate rampant misinformation. We need transparency and reform."
Tim Cook,2021-01-25 15:54:41+00:00,6384,659,,"Walking has always been one of my favorite ways to clear my head and gain new perspectives. We hope Time to Walk can bring a little inspiration, some companionship and perhaps a laugh all while enjoying the benefits of one of the healthiest activities. https://t.co/CaZpdwlVc2"
Tim Cook,2021-01-22 17:33:28+00:00,4915,370,,"Hank Aaron will go down in history as one of the greatest athletes of all time, an icon that defined excellence in sport and a civil rights hero on and off the field. Rest in power. https://t.co/aaB1WvBd43"
Tim Cook,2021-01-20 23:28:41+00:00,36054,2161,,"Congratulations to President Biden and Vice President Harris on this historic day. Inspired by your vision of unity and your immediate actions on climate change, immigration and COVID-19. One nation, indivisible."
Tim Cook,2021-01-18 14:01:40+00:00,8948,1175,,"“It will be power infused with love and justice that will change dark yesterdays into bright tomorrows, and lift us from the fatigue of despair to the buoyancy of hope.” — Dr. Martin Luther King Jr. https://t.co/tL0OuO0WTT"
Tim Cook,2021-01-13 14:08:53+00:00,10588,1715,,"Apple’s Racial Equity and Justice Initiative is taking three big steps. Supporting the Propel Center, a global innovation and learning hub for HBCUs. Our first Developer Academy in the US—in Detroit. And funding to accelerate minority-owned businesses. https://t.co/Z21ThemYe1"
Tim Cook,2021-01-07 01:21:07+00:00,40573,4449,,"Today marks a sad and shameful chapter in our nation’s history. Those responsible for this insurrection should be held to account, and we must complete the transition to President-elect Biden’s administration. It’s especially when they are challenged that our ideals matter most."
Tim Cook,2021-01-01 14:30:05+00:00,19373,1298,,"Here’s to a New Year filled with promise and possibility, health and well-being, compassion and unity — and the dawning of a safer world and a healthier planet for us all."
