User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Tim Cook,2020-03-21 20:15:36+00:00,51763,7033,,"Our teams at Apple have been working to help source supplies for healthcare providers fighting COVID-19. We’re donating millions of masks for health professionals in the US and Europe. To every one of the heroes on the front lines, we thank you."
Tim Cook,2020-03-19 16:29:03+00:00,24648,3933,,"It’s never been more important to support each other.  We’re making a substantial donation including medical supplies to Protezione Civile in Italy, to help the heroic first responders, medical personnel &amp; volunteers working tirelessly to protect &amp; save lives. Vicini all’🇮🇹 ❤️"
Tim Cook,2020-03-18 20:20:27+00:00,5407,536,,Silicon Valley is our home and we know the coming weeks will bring untold challenges for the many small businesses in our community. We are supporting #SiliconValleyStrong to help our neighbors get through these unprecedented times.
Tim Cook,2020-03-14 06:43:35+00:00,24994,7709,,"In our workplaces and communities, we must do all we can to prevent the spread of COVID-19. Apple will be temporarily closing all stores outside of Greater China until March 27 and committing $15M to help with worldwide recovery. https://t.co/ArdMA43cFJ"
Tim Cook,2020-03-08 14:47:50+00:00,6022,873,,"Today we honor the women who drive us forward, and we celebrate the generations whose shoulders they stand on. Every woman deserves to be safe and treated equally. #InternationalWomensDay"
Tim Cook,2020-03-04 16:55:09+00:00,7919,1472,,"To the scientists, the musicians, the athletes, the mothers, the entrepreneurs, the artists, the engineers, the teachers — the women of all generations who drive us forward and show girls everywhere that the future is limitless: We celebrate you. https://t.co/BfNhWOotDX"
Tim Cook,2020-03-03 17:53:15+00:00,8101,953,,"Amazed by the magnificent images captured by the winners of our #ShotOniPhone Night mode photo challenge. Congratulations, photographers! https://t.co/L9V6Cr8Org https://t.co/TZBJdrR89I"
Tim Cook,2020-03-03 14:49:08+00:00,2831,279,,"Thinking of Nashville and everyone in Tennessee recovering from last night’s devastating tornadoes, especially those who have lost loved ones. Thank you to the first responders—please stay safe."
Tim Cook,2020-02-28 01:34:05+00:00,5336,339,,Perfect way to end a great day in Alabama. Always love seeing the Bham team at Apple The Summit! https://t.co/zw3O3bsJnz
Tim Cook,2020-02-27 22:02:45+00:00,1830,160,,"Thank you to the students of Oxmoor Valley Elementary and the incredible teachers, principal and staff! Your podcasts and stories are a beautiful celebration of the Civil Rights Movement, and clear evidence that its legacy will always live on. https://t.co/2ZZF6OOWml"
Tim Cook,2020-02-27 18:53:01+00:00,3068,369,,"Coding lets students of all ages breathe life into new ideas, solve problems and prepare for the jobs of the future. Honored to join Birmingham’s students, teachers and visionary leaders in opening Ed Farm — a new education hub where students can connect, learn and create! https://t.co/4tbnuwzI9K"
Tim Cook,2020-02-24 19:14:37+00:00,3087,383,,"Katherine Johnson was a trailblazer, pushing us to greater heights above Earth with her work at NASA and inspiring generations of women and girls to follow in her footsteps. Our thoughts are with her family and friends as they mourn her passing. https://t.co/uYwiISu8XW"
Tim Cook,2020-02-24 13:43:35+00:00,36545,6431,,"Thinking of Steve today on his birthday — his friendship, passion, and especially the laughter and joy he inspired. https://t.co/qPMHbzxCsQ"
Tim Cook,2020-02-21 01:30:05+00:00,1934,162,,The impact of @JohnLegend’s voice extends far beyond his historic EGOT—thank you for today’s conversation about race in America and for your work to curb mass incarceration and improve access to education. #BlackHistoryMaker https://t.co/4bzOCZE6no
Tim Cook,2020-02-17 16:27:18+00:00,3086,393,,"This #PresidentsDay, JFK’s words remind us all that our greatest obligation is to one another. “One true measure of a nation is its success in fulfilling the promise of a better life for each of its members.”"
Tim Cook,2020-02-14 14:37:55+00:00,15886,2090,,"Today we celebrate love, in all of its beautiful combinations! #HappyValentinesDay! ❤️ https://t.co/2ZujWOvohf"
Tim Cook,2020-02-11 15:53:28+00:00,3679,357,,"This #BlackHistoryMonth we honor the generations of women and men who had the courage and determination to push for a better, more equal world — and we stand alongside those still marching today. https://t.co/n0yEiZ9Zlm"
Tim Cook,2020-02-10 15:08:56+00:00,10235,946,,Some of the most amazing photos I’ve ever seen are the ones that only come out with #Nightmode. This is a beautiful view of the Hohenzollern Bridge with the stunning Cologne Cathedral in the background. Captured by Apple Schildergasse team member Jo K. 🇩🇪#ShotOniPhone https://t.co/vYWG4XQYfJ
Tim Cook,2020-01-27 15:15:10+00:00,4947,575,,"Today, we remember the millions of lives lost. Tomorrow and always, we vow to reject cruelty so that it never happens again. “History, despite its wrenching pain, cannot be unlived, but if faced with courage, need not be lived again.”— Maya Angelou #HolocaustRemembranceDay"
Tim Cook,2020-01-26 21:37:58+00:00,23909,2468,,"Devastated and heartbroken by the passing of Kobe Bryant. I admired his athletic prowess from afar and his humanity close up. He was an original. Our thoughts and prayers are with his family, friends and fans. RIP."
Tim Cook,2020-01-25 12:42:56+00:00,11614,1322,,"As people in China and around the world celebrate the Lunar New Year, we send our love and support to the many impacted by the Coronavirus. Apple will be donating to groups on the ground helping support all of those affected."
Tim Cook,2020-01-20 16:21:10+00:00,6397,536,,Celebrating 40 years of Apple in Ireland with our remarkable and growing team at Hollyhill! Your hard work and dedication to our customers and the communities we serve reflects the best of what we stand for. Here’s to the next 40! 🇮🇪 https://t.co/ADiRz3yoOP
Tim Cook,2020-01-20 11:53:38+00:00,1885,207,,".@War_Ducks set out to create a game with fun, engaging and colorful characters, and they nailed it. Awesome to see how @NikkiLannen and her talented team in Dublin are embracing AR to take their games to the next level! https://t.co/bjL15fWlPY"
Tim Cook,2020-01-20 11:20:54+00:00,6699,400,,Congratulations to Jen and the entire team at The Morning Show! https://t.co/dlLIFgznPM
Tim Cook,2020-01-20 09:39:31+00:00,6310,870,,"""I have the audacity to believe that peoples everywhere can have three meals a day for their bodies, education and culture for their minds, and dignity, equality and freedom for their spirits.” Let us all be so audacious, and work to make MLK’s dream a reality for us all."
Tim Cook,2020-01-19 19:58:20+00:00,4009,304,,"What an amazing welcome back to Ireland! Thank you @Hozier for sharing your music with me, and for the chance to look around the studio. Feel free to reach out if you ever need some backup vocals. 🎶 https://t.co/Opfka0j2UK"
Tim Cook,2020-01-18 21:22:26+00:00,3108,448,,"When you add up every ambitious dreamer, every daring creator, every impatient striver searching for a better life, you get the story of America. Apple is committed to sharing stories like those in our new series, Little America — stories that matter. https://t.co/9x2bTEad2v"
Tim Cook,2020-01-18 16:25:52+00:00,2480,256,,Glad to support the essential work of our friends at @DSTNHome and @PathPartners. Apple volunteers are out in the community every day because we feel a great responsibility to make sure the place we have always called home stays a vibrant and welcoming place for everyone. https://t.co/ejP4zh5yjN
Tim Cook,2020-01-17 01:05:39+00:00,1258,170,,There are countless ways to make a difference. Jaz’s story is a great example of all those here at Apple who live and breathe our mission to leave the world better than we found it. https://t.co/ebJ3DICYIZ
Tim Cook,2020-01-13 18:52:01+00:00,7886,747,,"“The Ultra Wide camera brings a whole new experience to #shotoniPhone. This provides for not only a different perspective but also a richer story.” — Athipan Wongsuebyut, Thailand (IG: awnoom). Love seeing what photographers around the world are capturing with iPhone 11 Pro! https://t.co/PFztMljfLS"
Tim Cook,2020-01-06 04:44:33+00:00,5002,334,,Congratulations to all of tonight’s @GoldenGlobes winners and nominees. It’s an honor to be in the company of so many amazing storytellers. Our thanks go out to everyone who brings these remarkable stories to life.
Tim Cook,2020-01-01 16:17:57+00:00,13497,1846,,"There is opportunity in every new beginning. In 2020, let’s use it to lead with our humanity, to protect and strengthen our planet, and to build a future we’d be proud to pass on. Happy New Year!"
